"tconst"	"titleType"	"primaryTitle"	"originalTitle"	"isAdult"	"startYear"	"endYear"	"runtimeMinutes"	"genres"	"averageRating"	"numVotes"
"52247"	"tt0053219"	"movie"	"Return of the Fly"	"Return of the Fly"	0	1959	"\N"	"80"	"Drama,Fantasy,Horror"	5.8	3800
"52248"	"tt0053220"	"movie"	"Ride Lonesome"	"Ride Lonesome"	0	1959	"\N"	"73"	"Drama,Western"	7.3	3862
"52249"	"tt0053221"	"movie"	"Rio Bravo"	"Rio Bravo"	0	1959	"\N"	"141"	"Action,Drama,Western"	8	50517
"52254"	"tt0053226"	"movie"	"Room at the Top"	"Room at the Top"	0	1959	"\N"	"117"	"Drama,Romance"	7.6	4444
"52270"	"tt0053242"	"movie"	"Sapphire"	"Sapphire"	0	1959	"\N"	"92"	"Crime,Drama,Mystery"	7.2	1085
"52272"	"tt0053244"	"movie"	"The Savage Innocents"	"The Savage Innocents"	0	1960	"\N"	"110"	"Adventure,Crime,Drama"	7.1	1512
"52275"	"tt0053247"	"movie"	"The Scapegoat"	"The Scapegoat"	0	1959	"\N"	"91"	"Crime,Mystery,Thriller"	7.1	1461
"52286"	"tt0053258"	"movie"	"There Will Be No Leave Today"	"Segodnya uvolneniya ne budet"	0	1959	"\N"	"45"	"Drama,Thriller"	6.6	1160
"52298"	"tt0053270"	"movie"	"Shadows"	"Shadows"	0	1958	"\N"	"81"	"Drama,Romance"	7.4	8933
"52299"	"tt0053271"	"movie"	"The Shaggy Dog"	"The Shaggy Dog"	0	1959	"\N"	"104"	"Comedy,Family,Fantasy"	6.5	3794
"52300"	"tt0053272"	"movie"	"Shake Hands with the Devil"	"Shake Hands with the Devil"	0	1959	"\N"	"111"	"Action,Drama,History"	7.1	1027
"52307"	"tt0053279"	"movie"	"Le signe du lion"	"Le signe du lion"	0	1962	"\N"	"103"	"Drama"	7.4	1459
"52313"	"tt0053285"	"movie"	"Sleeping Beauty"	"Sleeping Beauty"	0	1959	"\N"	"75"	"Animation,Family,Fantasy"	7.3	121457
"52317"	"tt0053290"	"movie"	"Solomon and Sheba"	"Solomon and Sheba"	0	1959	"\N"	"141"	"Drama,History,Romance"	6.2	2594
"52318"	"tt0053291"	"movie"	"Some Like It Hot"	"Some Like It Hot"	0	1959	"\N"	"121"	"Comedy,Romance"	8.2	217812
"52343"	"tt0053317"	"movie"	"Fate of a Man"	"Sudba cheloveka"	0	1959	"\N"	"103"	"Drama,War"	8.1	2338
"52344"	"tt0053318"	"movie"	"Suddenly, Last Summer"	"Suddenly, Last Summer"	0	1959	"\N"	"114"	"Drama,Mystery,Thriller"	7.6	12494
"52346"	"tt0053320"	"movie"	"A Summer Place"	"A Summer Place"	0	1959	"\N"	"130"	"Drama,Romance"	7	2533
"52359"	"tt0053334"	"movie"	"Tarzan's Greatest Adventure"	"Tarzan's Greatest Adventure"	0	1959	"\N"	"88"	"Action,Adventure"	6.6	1016
"52376"	"tt0053351"	"movie"	"They Came to Cordura"	"They Came to Cordura"	0	1959	"\N"	"123"	"Adventure,Drama,History"	6.5	1681
"52379"	"tt0053354"	"movie"	"The 39 Steps"	"The 39 Steps"	0	1959	"\N"	"93"	"Comedy,Crime,Drama"	6.6	1615
"52385"	"tt0053361"	"movie"	"Tiger Bay"	"Tiger Bay"	0	1959	"\N"	"105"	"Crime,Drama,Thriller"	7.6	2020
"52387"	"tt0053363"	"movie"	"The Tingler"	"The Tingler"	0	1959	"\N"	"82"	"Horror"	6.7	6320
"52411"	"tt0053390"	"movie"	"Floating Weeds"	"Ukikusa"	0	1959	"\N"	"119"	"Drama"	8	6193
"52419"	"tt0053399"	"movie"	"Up Periscope"	"Up Periscope"	0	1959	"\N"	"112"	"Action,Drama,Romance"	6.5	1397
"52422"	"tt0053403"	"movie"	"The Cow and I"	"La vache et le prisonnier"	0	1959	"\N"	"118"	"Comedy"	7.2	1195
"52453"	"tt0053434"	"movie"	"Warlock"	"Warlock"	0	1959	"\N"	"122"	"Western"	7.2	4724
"52472"	"tt0053453"	"movie"	"The Wonderful Country"	"The Wonderful Country"	0	1959	"\N"	"98"	"Romance,Western"	6.2	1270
"52473"	"tt0053454"	"movie"	"The World, The Flesh and The Devil"	"The World, The Flesh and The Devil"	0	1959	"\N"	"95"	"Drama,Romance,Sci-Fi"	7	2221
"52474"	"tt0053455"	"movie"	"The Wreck of the Mary Deare"	"The Wreck of the Mary Deare"	0	1959	"\N"	"105"	"Adventure,Crime,Drama"	6.8	2021
"52478"	"tt0053459"	"movie"	"Eyes Without a Face"	"Les yeux sans visage"	0	1960	"\N"	"90"	"Drama,Horror"	7.8	22181
"52481"	"tt0053462"	"movie"	"The Young Philadelphians"	"The Young Philadelphians"	0	1959	"\N"	"136"	"Drama"	7.4	2822
"52491"	"tt0053472"	"movie"	"Breathless"	"À bout de souffle"	0	1960	"\N"	"90"	"Crime,Drama"	7.9	63992
"52492"	"tt0053473"	"movie"	"Leda"	"À double tour"	0	1959	"\N"	"110"	"Crime,Drama"	6.8	1011
"52576"	"tt0053559"	"movie"	"13 Ghosts"	"13 Ghosts"	0	1960	"\N"	"85"	"Horror"	6.1	4571
"52588"	"tt0053571"	"movie"	"The Adventures of Huckleberry Finn"	"The Adventures of Huckleberry Finn"	0	1960	"\N"	"107"	"Adventure,Comedy,Drama"	6.3	1208
"52596"	"tt0053579"	"movie"	"Late Autumn"	"Akibiyori"	0	1960	"\N"	"128"	"Comedy,Drama"	8.2	3733
"52597"	"tt0053580"	"movie"	"The Alamo"	"The Alamo"	0	1960	"\N"	"162"	"Adventure,Drama,History"	6.9	13028
"52619"	"tt0053602"	"movie"	"The Angry Silence"	"The Angry Silence"	0	1960	"\N"	"95"	"Drama"	7.7	1041
"52621"	"tt0053604"	"movie"	"The Apartment"	"The Apartment"	0	1960	"\N"	"125"	"Comedy,Drama,Romance"	8.3	141756
"52636"	"tt0053619"	"movie"	"L'Avventura"	"L'avventura"	0	1960	"\N"	"144"	"Drama,Mystery"	7.9	22721
"52639"	"tt0053622"	"movie"	"BUtterfield 8"	"BUtterfield 8"	0	1960	"\N"	"109"	"Drama"	6.4	5109
"52660"	"tt0053643"	"movie"	"Bell' Antonio"	"Il bell'Antonio"	0	1960	"\N"	"105"	"Comedy,Drama"	7.5	1104
"52661"	"tt0053644"	"movie"	"The Bellboy"	"The Bellboy"	0	1960	"\N"	"72"	"Comedy"	6.5	3445
"52662"	"tt0053645"	"movie"	"Bells Are Ringing"	"Bells Are Ringing"	0	1960	"\N"	"126"	"Comedy,Musical,Romance"	7.1	2548
"52683"	"tt0053666"	"movie"	"Les Bonnes Femmes"	"Les bonnes femmes"	0	1960	"\N"	"100"	"Drama,Mystery,Romance"	7.6	2142
"52694"	"tt0053677"	"movie"	"The Brides of Dracula"	"The Brides of Dracula"	0	1960	"\N"	"85"	"Horror"	6.8	5876
"52706"	"tt0053690"	"movie"	"Can-Can"	"Can-Can"	0	1960	"\N"	"131"	"Comedy,Musical"	6.4	1814
"52715"	"tt0053699"	"movie"	"Carry On Constable"	"Carry on, Constable"	0	1960	"\N"	"86"	"Comedy"	6.3	1889
"52731"	"tt0053715"	"movie"	"Cimarron"	"Cimarron"	0	1960	"\N"	"147"	"Drama,Romance,Western"	6.4	2338
"52732"	"tt0053716"	"movie"	"Cinderfella"	"Cinderfella"	0	1960	"\N"	"91"	"Comedy,Family,Fantasy"	6	2707
"52733"	"tt0053717"	"movie"	"Circus of Horrors"	"Circus of Horrors"	0	1960	"\N"	"92"	"Drama,Horror"	6.2	1301
"52735"	"tt0053719"	"movie"	"The City of the Dead"	"The City of the Dead"	0	1960	"\N"	"78"	"Horror,Mystery,Thriller"	6.8	5100
"52745"	"tt0053729"	"movie"	"Comanche Station"	"Comanche Station"	0	1960	"\N"	"73"	"Drama,Western"	7.1	2726
"52756"	"tt0053740"	"movie"	"Concrete Jungle"	"The Criminal"	0	1960	"\N"	"97"	"Crime,Drama,Thriller"	7	1024
"52779"	"tt0053765"	"movie"	"The Goddess"	"Devi"	0	1960	"\N"	"93"	"Drama"	8	1585
"52782"	"tt0053768"	"movie"	"Dinosaurus!"	"Dinosaurus!"	0	1960	"\N"	"83"	"Adventure,Comedy,Fantasy"	5.1	1040
"52786"	"tt0053772"	"movie"	"The Devil's Eye"	"Djävulens öga"	0	1960	"\N"	"87"	"Comedy,Drama,Fantasy"	7.2	3034
"52793"	"tt0053779"	"movie"	"La Dolce Vita"	"La dolce vita"	0	1960	"\N"	"174"	"Comedy,Drama"	8.1	58541
"52807"	"tt0053793"	"movie"	"Elmer Gantry"	"Elmer Gantry"	0	1960	"\N"	"146"	"Drama"	7.8	9205
"52810"	"tt0053796"	"movie"	"The Entertainer"	"The Entertainer"	0	1960	"\N"	"96"	"Drama"	7.1	2593
"52818"	"tt0053804"	"movie"	"Exodus"	"Exodus"	0	1960	"\N"	"208"	"Action,Drama,History"	6.8	8085
"52824"	"tt0053810"	"movie"	"The Facts of Life"	"The Facts of Life"	0	1960	"\N"	"103"	"Comedy,Drama,Romance"	6.6	1075
"52839"	"tt0053825"	"movie"	"Flaming Star"	"Flaming Star"	0	1960	"\N"	"101"	"Western"	6.6	2704
"52855"	"tt0053841"	"movie"	"From the Terrace"	"From the Terrace"	0	1960	"\N"	"149"	"Drama,Romance"	6.7	2245
"52862"	"tt0053848"	"movie"	"G.I. Blues"	"G.I. Blues"	0	1960	"\N"	"104"	"Comedy,Musical"	6.2	2885
"52863"	"tt0053849"	"movie"	"The Gallant Hours"	"The Gallant Hours"	0	1960	"\N"	"115"	"Biography,Drama,War"	7.2	1198
"52869"	"tt0053856"	"movie"	"Il Generale Della Rovere"	"Il generale Della Rovere"	0	1959	"\N"	"132"	"Drama,War"	7.9	2447
"52888"	"tt0053877"	"movie"	"The Grass Is Greener"	"The Grass Is Greener"	0	1960	"\N"	"104"	"Comedy,Drama,Romance"	6.6	4047
"52890"	"tt0053879"	"movie"	"The Great Impostor"	"The Great Impostor"	0	1960	"\N"	"113"	"Comedy,Drama"	7.1	1005
"52893"	"tt0053882"	"movie"	"The 3 Worlds of Gulliver"	"The 3 Worlds of Gulliver"	0	1960	"\N"	"99"	"Adventure,Family,Fantasy"	6.5	2093
"52913"	"tt0053902"	"movie"	"Heller in Pink Tights"	"Heller in Pink Tights"	0	1960	"\N"	"100"	"Action,Comedy,Romance"	6.1	1072
"52926"	"tt0053917"	"movie"	"Home from the Hill"	"Home from the Hill"	0	1960	"\N"	"150"	"Drama,Romance"	7.5	2554
"52934"	"tt0053925"	"movie"	"House of Usher"	"House of Usher"	0	1960	"\N"	"79"	"Drama,Horror"	7	10496
"52944"	"tt0053935"	"movie"	"Ice Cold in Alex"	"Ice Cold in Alex"	0	1958	"\N"	"130"	"Adventure,Drama,War"	7.8	4522
"52955"	"tt0053946"	"movie"	"Inherit the Wind"	"Inherit the Wind"	0	1960	"\N"	"128"	"Biography,Drama,History"	8.2	24451
"52966"	"tt0053957"	"movie"	"It Started in Naples"	"It Started in Naples"	0	1960	"\N"	"100"	"Comedy,Drama"	6.3	2070
"52976"	"tt0053967"	"movie"	"The Young One"	"The Young One"	0	1960	"\N"	"95"	"Drama"	7.5	2215
"52985"	"tt0053976"	"movie"	"The Virgin Spring"	"Jungfrukällan"	0	1960	"\N"	"89"	"Drama"	8.1	23462
"52996"	"tt0053987"	"movie"	"The Steamroller and the Violin"	"Katok i skripka"	0	1961	"\N"	"46"	"Drama"	7.5	4668
"53003"	"tt0053994"	"movie"	"Kidnapped"	"Kidnapped"	0	1960	"\N"	"97"	"Action,Adventure,Drama"	6.7	1140
"53010"	"tt0054001"	"movie"	"Inspector Palmu's Error"	"Komisario Palmun erehdys"	0	1960	"\N"	"109"	"Comedy,Crime,Mystery"	8	1628
"53013"	"tt0054004"	"movie"	"Black Cross"	"Krzyzacy"	0	1960	"\N"	"166"	"Adventure,Drama,History"	6.9	1472
"53025"	"tt0054016"	"movie"	"The Last Voyage"	"The Last Voyage"	0	1960	"\N"	"91"	"Drama"	6.7	1676
"53031"	"tt0054022"	"movie"	"Let's Make Love"	"Let's Make Love"	0	1960	"\N"	"119"	"Comedy,Musical,Romance"	6.5	5997
"53042"	"tt0054033"	"movie"	"The Little Shop of Horrors"	"The Little Shop of Horrors"	0	1960	"\N"	"72"	"Comedy,Horror"	6.3	14501
"53047"	"tt0054038"	"movie"	"The Lost World"	"The Lost World"	0	1960	"\N"	"97"	"Adventure,Fantasy,Sci-Fi"	5.5	3148
"53051"	"tt0054042"	"movie"	"Macario"	"Macario"	0	1960	"\N"	"91"	"Drama,Fantasy,Mystery"	8.4	2003
"53056"	"tt0054047"	"movie"	"The Magnificent Seven"	"The Magnificent Seven"	0	1960	"\N"	"128"	"Action,Adventure,Western"	7.8	80335
"53076"	"tt0054067"	"movie"	"Black Sunday"	"La maschera del demonio"	0	1960	"\N"	"87"	"Horror"	7.3	11886
"53082"	"tt0054073"	"movie"	"The Cloud-Capped Star"	"Meghe Dhaka Tara"	0	1960	"\N"	"126"	"Drama,Musical"	8.1	1889
"53093"	"tt0054084"	"movie"	"Midnight Lace"	"Midnight Lace"	0	1960	"\N"	"103"	"Drama,Mystery,Thriller"	6.8	3994
"53095"	"tt0054086"	"movie"	"The Millionairess"	"The Millionairess"	0	1960	"\N"	"90"	"Comedy,Drama,Romance"	5.5	1521
"53107"	"tt0054098"	"movie"	"Mughal-E-Azam"	"Mughal-E-Azam"	0	1960	"\N"	"197"	"Drama,Romance,War"	8.3	6070
"53108"	"tt0054099"	"movie"	"Mill of the Stone Women"	"Il mulino delle donne di pietra"	0	1960	"\N"	"96"	"Horror,Sci-Fi"	6.7	1124
"53110"	"tt0054102"	"movie"	"Murder, Inc."	"Murder, Inc."	0	1960	"\N"	"103"	"Biography,Crime,Drama"	6.6	1082
"53135"	"tt0054127"	"movie"	"North to Alaska"	"North to Alaska"	0	1960	"\N"	"122"	"Comedy,Romance,Western"	7	6297
"53138"	"tt0054130"	"movie"	"La Notte"	"La notte"	0	1961	"\N"	"122"	"Drama"	8	15157
"53143"	"tt0054135"	"movie"	"Ocean's 11"	"Ocean's Eleven"	0	1960	"\N"	"127"	"Comedy,Crime,Music"	6.6	18165
"53152"	"tt0054144"	"movie"	"When a Woman Ascends the Stairs"	"Onna ga kaidan wo agaru toki"	0	1960	"\N"	"111"	"Drama"	8.2	3158
"53160"	"tt0054152"	"movie"	"Our Man in Havana"	"Our Man in Havana"	0	1959	"\N"	"103"	"Comedy,Crime,Drama"	7.2	4231
"53164"	"tt0054156"	"movie"	"Paris Belongs to Us"	"Paris nous appartient"	0	1961	"\N"	"141"	"Mystery"	6.9	1735
"53167"	"tt0054159"	"movie"	"Passenger"	"Pasazerka"	0	1963	"\N"	"62"	"Drama,War"	7.6	1280
"53175"	"tt0054167"	"movie"	"Peeping Tom"	"Peeping Tom"	0	1960	"\N"	"101"	"Crime,Drama,Horror"	7.7	26826
"53185"	"tt0054177"	"movie"	"Le Petit Soldat"	"Le petit soldat"	0	1963	"\N"	"88"	"Drama,War"	7.3	5072
"53196"	"tt0054188"	"movie"	"Please Don't Eat the Daisies"	"Please Don't Eat the Daisies"	0	1960	"\N"	"112"	"Comedy,Family,Romance"	6.5	3592
"53197"	"tt0054189"	"movie"	"Purple Noon"	"Plein soleil"	0	1960	"\N"	"118"	"Crime,Drama,Thriller"	7.8	11735
"53203"	"tt0054195"	"movie"	"Pollyanna"	"Pollyanna"	0	1960	"\N"	"134"	"Comedy,Drama,Family"	7.4	8046
"53205"	"tt0054197"	"movie"	"Portrait in Black"	"Portrait in Black"	0	1960	"\N"	"112"	"Crime,Drama,Mystery"	6.7	1080
"53206"	"tt0054198"	"movie"	"Never on Sunday"	"Pote tin Kyriaki"	0	1960	"\N"	"91"	"Comedy,Drama,Romance"	7.3	4657
"53223"	"tt0054215"	"movie"	"Psycho"	"Psycho"	0	1960	"\N"	"109"	"Horror,Mystery,Thriller"	8.5	531247
"53232"	"tt0054225"	"movie"	"Girl with a Suitcase"	"La ragazza con la valigia"	0	1961	"\N"	"121"	"Drama,Romance"	7.7	1512
"53254"	"tt0054248"	"movie"	"Rocco and His Brothers"	"Rocco e i suoi fratelli"	0	1960	"\N"	"177"	"Crime,Drama,Sport"	8.3	14185
"53275"	"tt0054269"	"movie"	"Saturday Night and Sunday Morning"	"Saturday Night and Sunday Morning"	0	1960	"\N"	"89"	"Drama,Romance"	7.6	6776
"53285"	"tt0054279"	"movie"	"School for Scoundrels"	"School for Scoundrels"	0	1960	"\N"	"94"	"Comedy"	7.5	2799
"53292"	"tt0054286"	"movie"	"Seishun zankoku monogatari"	"Seishun zankoku monogatari"	0	1960	"\N"	"96"	"Crime,Drama"	7	1742
"53298"	"tt0054292"	"movie"	"Sergeant Rutledge"	"Sergeant Rutledge"	0	1960	"\N"	"111"	"Crime,Western"	7.5	3490
"53301"	"tt0054295"	"movie"	"Seven Thieves"	"Seven Thieves"	0	1960	"\N"	"102"	"Crime,Drama"	6.6	1073
"53316"	"tt0054310"	"movie"	"Sink the Bismarck!"	"Sink the Bismarck!"	0	1960	"\N"	"97"	"Action,Drama,History"	7.2	6268
"53331"	"tt0054326"	"movie"	"Sons and Lovers"	"Sons and Lovers"	0	1960	"\N"	"103"	"Drama"	7.3	1150
"53336"	"tt0054331"	"movie"	"Spartacus"	"Spartacus"	0	1960	"\N"	"197"	"Adventure,Biography,Drama"	7.9	112471
"53350"	"tt0054345"	"movie"	"Strangers When We Meet"	"Strangers When We Meet"	0	1960	"\N"	"117"	"Drama,Romance"	7.1	1639
"53357"	"tt0054353"	"movie"	"The Sundowners"	"The Sundowners"	0	1960	"\N"	"133"	"Adventure,Drama"	7.2	3422
"53361"	"tt0054357"	"movie"	"Swiss Family Robinson"	"Swiss Family Robinson"	0	1960	"\N"	"126"	"Adventure,Family"	7.2	12136
"53375"	"tt0054371"	"movie"	"The 1,000 Eyes of Dr. Mabuse"	"Die 1000 Augen des Dr. Mabuse"	0	1960	"\N"	"103"	"Crime,Mystery,Thriller"	7.1	2512
"53380"	"tt0054377"	"movie"	"Testament of Orpheus"	"Le testament d'Orphée, ou ne me demandez pas pourquoi!"	0	1960	"\N"	"77"	"Biography"	7.4	2367
"53388"	"tt0054387"	"movie"	"The Time Machine"	"The Time Machine"	0	1960	"\N"	"103"	"Adventure,Romance,Sci-Fi"	7.6	32729
"53390"	"tt0054389"	"movie"	"Shoot the Piano Player"	"Tirez sur le pianiste"	0	1960	"\N"	"81"	"Crime,Drama,Thriller"	7.6	15376
"53407"	"tt0054407"	"movie"	"Le Trou"	"Le trou"	0	1960	"\N"	"131"	"Crime,Drama,Thriller"	8.5	12663
"53412"	"tt0054412"	"movie"	"Tunes of Glory"	"Tunes of Glory"	0	1960	"\N"	"107"	"Drama"	7.7	3076
"53415"	"tt0054416"	"movie"	"The Two Faces of Dr. Jekyll"	"The Two Faces of Dr. Jekyll"	0	1960	"\N"	"88"	"Horror"	6.5	2015
"53416"	"tt0054417"	"movie"	"Two Way Stretch"	"Two Way Stretch"	0	1960	"\N"	"78"	"Comedy,Crime"	7	1629
"53424"	"tt0054425"	"movie"	"Taxi for Tobruk"	"Un taxi pour Tobrouk"	0	1961	"\N"	"95"	"Drama,War"	7.3	1359
"53426"	"tt0054428"	"movie"	"The Unforgiven"	"The Unforgiven"	0	1960	"\N"	"125"	"Drama,Romance,Western"	6.7	6511
"53441"	"tt0054443"	"movie"	"Village of the Damned"	"Village of the Damned"	0	1960	"\N"	"77"	"Horror,Sci-Fi"	7.3	13188
"53450"	"tt0054452"	"movie"	"La Vérité"	"La vérité"	0	1960	"\N"	"130"	"Drama"	7.6	2245
"53451"	"tt0054453"	"movie"	"The Wackiest Ship in the Army"	"The Wackiest Ship in the Army"	0	1960	"\N"	"99"	"Comedy,Drama,War"	6.3	1698
"53458"	"tt0054460"	"movie"	"The Bad Sleep Well"	"Warui yatsu hodo yoku nemuru"	0	1960	"\N"	"151"	"Crime,Drama,Thriller"	8.1	9437
"53467"	"tt0054469"	"movie"	"Where the Boys Are"	"Where the Boys Are"	0	1960	"\N"	"99"	"Comedy,Drama,Romance"	6.7	2090
"53471"	"tt0054473"	"movie"	"Who Was That Lady?"	"Who Was That Lady?"	0	1960	"\N"	"115"	"Comedy,Romance"	6.8	1042
"53474"	"tt0054476"	"movie"	"Wild River"	"Wild River"	0	1960	"\N"	"110"	"Drama,History,Romance"	7.7	4249
"53481"	"tt0054483"	"movie"	"The World of Suzie Wong"	"The World of Suzie Wong"	0	1960	"\N"	"126"	"Drama,Romance"	7.1	1941
"53492"	"tt0054494"	"movie"	"Zazie dans le Métro"	"Zazie dans le métro"	0	1960	"\N"	"93"	"Comedy,Fantasy"	7	4712
"53590"	"tt0054594"	"movie"	"The Absent Minded Professor"	"The Absent Minded Professor"	0	1961	"\N"	"92"	"Comedy,Family,Sci-Fi"	6.8	6462
"53595"	"tt0054599"	"movie"	"Accattone"	"Accattone"	0	1961	"\N"	"117"	"Drama"	7.8	6582
"53627"	"tt0054632"	"movie"	"Last Year at Marienbad"	"L'année dernière à Marienbad"	0	1961	"\N"	"94"	"Drama,Mystery"	7.9	17730
"53637"	"tt0054642"	"movie"	"Atlantis: The Lost Continent"	"Atlantis: The Lost Continent"	0	1961	"\N"	"90"	"Adventure,Sci-Fi"	5.5	1354
"53644"	"tt0054649"	"movie"	"Babes in Toyland"	"Babes in Toyland"	0	1961	"\N"	"106"	"Comedy,Family,Fantasy"	6.3	2999
"53647"	"tt0054652"	"movie"	"Bachelor in Paradise"	"Bachelor in Paradise"	0	1961	"\N"	"109"	"Comedy,Romance"	6.3	1212
"53660"	"tt0054665"	"movie"	"The Outrageous Baron Munchausen"	"Baron Prásil"	0	1962	"\N"	"83"	"Adventure,Comedy,Fantasy"	7.8	1471
"53681"	"tt0054687"	"movie"	"Blast of Silence"	"Blast of Silence"	0	1961	"\N"	"77"	"Crime,Drama,Thriller"	7.6	3370
"53686"	"tt0054692"	"movie"	"Blue Hawaii"	"Blue Hawaii"	0	1961	"\N"	"102"	"Comedy,Musical"	6.1	4834
"53692"	"tt0054698"	"movie"	"Breakfast at Tiffany's"	"Breakfast at Tiffany's"	0	1961	"\N"	"115"	"Comedy,Drama,Romance"	7.7	150368
"53703"	"tt0054709"	"movie"	"Pigs and Battleships"	"Buta to gunkan"	0	1961	"\N"	"108"	"Action,Comedy,Crime"	7.6	1645
"53721"	"tt0054727"	"movie"	"Carry on Regardless"	"Carry on Regardless"	0	1961	"\N"	"90"	"Comedy"	6.1	1662
"53725"	"tt0054731"	"movie"	"Cash on Demand"	"Cash on Demand"	0	1961	"\N"	"89"	"Crime,Drama,Mystery"	7.4	1028
"53737"	"tt0054743"	"movie"	"The Children's Hour"	"The Children's Hour"	0	1961	"\N"	"108"	"Drama,Romance"	7.8	12771
"53739"	"tt0054745"	"movie"	"Chronicle of a Summer"	"Chronique d'un été (Paris 1960)"	0	1961	"\N"	"85"	"Documentary"	7.6	2134
"53743"	"tt0054749"	"movie"	"Two Women"	"La ciociara"	0	1960	"\N"	"100"	"Drama,War"	7.9	8020
"53750"	"tt0054756"	"movie"	"The Colossus of Rhodes"	"Il colosso di Rodi"	0	1961	"\N"	"127"	"Adventure,Drama,History"	5.9	2522
"53751"	"tt0054757"	"movie"	"The Comancheros"	"The Comancheros"	0	1961	"\N"	"107"	"Action,Adventure,Romance"	6.9	7307
"53753"	"tt0054759"	"movie"	"Come September"	"Come September"	0	1961	"\N"	"112"	"Comedy,Romance"	7.1	2825
"53771"	"tt0054777"	"movie"	"The Curse of the Werewolf"	"The Curse of the Werewolf"	0	1961	"\N"	"93"	"Horror"	6.8	4594
"53784"	"tt0054790"	"movie"	"The Day the Earth Caught Fire"	"The Day the Earth Caught Fire"	0	1961	"\N"	"99"	"Drama,Romance,Sci-Fi"	7.2	4077
"53789"	"tt0054795"	"movie"	"The Deadly Companions"	"The Deadly Companions"	0	1961	"\N"	"93"	"Adventure,Western"	6.1	1810
"53799"	"tt0054805"	"movie"	"The Devil at 4 O'Clock"	"The Devil at 4 O'Clock"	0	1961	"\N"	"126"	"Adventure,Drama,Thriller"	6.5	1720
"53808"	"tt0054814"	"movie"	"Don Camillo monsignore... ma non troppo"	"Don Camillo monsignore... ma non troppo"	0	1961	"\N"	"109"	"Comedy"	7	1484
"53815"	"tt0054821"	"movie"	"Le Doulos"	"Le doulos"	0	1962	"\N"	"108"	"Crime,Thriller"	7.9	7778
"53841"	"tt0054847"	"movie"	"El Cid"	"El Cid"	0	1961	"\N"	"182"	"Adventure,Biography,Drama"	7.3	11617
"53844"	"tt0054850"	"movie"	"Hercules in the Haunted World"	"Ercole al centro della Terra"	0	1961	"\N"	"91"	"Adventure,Fantasy,Horror"	6.4	1409
"53847"	"tt0054853"	"movie"	"The Errand Boy"	"The Errand Boy"	0	1961	"\N"	"92"	"Comedy,Family"	6.5	1617
"53860"	"tt0054866"	"movie"	"Fanny"	"Fanny"	0	1961	"\N"	"134"	"Drama,Romance"	7	1752
"53879"	"tt0054885"	"movie"	"Flower Drum Song"	"Flower Drum Song"	0	1961	"\N"	"133"	"Comedy,Musical,Romance"	7	2192
"53884"	"tt0054890"	"movie"	"The Four Horsemen of the Apocalypse"	"The Four Horsemen of the Apocalypse"	0	1962	"\N"	"153"	"Drama,War"	6.7	1761
"53930"	"tt0054936"	"movie"	"Goodbye Again"	"Goodbye Again"	0	1961	"\N"	"120"	"Drama,Romance"	7.1	2148
"53932"	"tt0054938"	"movie"	"Gorgo"	"Gorgo"	0	1961	"\N"	"78"	"Action,Drama,Horror"	5.6	2739
"53938"	"tt0054944"	"movie"	"Greyfriars Bobby: The True Story of a Dog"	"Greyfriars Bobby: The True Story of a Dog"	0	1961	"\N"	"87"	"Drama,Family"	7.4	1084
"53943"	"tt0054949"	"movie"	"War of the Buttons"	"La guerre des boutons"	0	1962	"\N"	"90"	"Comedy,Family"	7.5	2163
"53947"	"tt0054953"	"movie"	"The Guns of Navarone"	"The Guns of Navarone"	0	1961	"\N"	"158"	"Action,Adventure,Drama"	7.6	41695
"53980"	"tt0054988"	"movie"	"Homicidal"	"Homicidal"	0	1961	"\N"	"88"	"Horror,Mystery,Thriller"	6.9	2493
"53981"	"tt0054989"	"movie"	"The Honeymoon Machine"	"The Honeymoon Machine"	0	1961	"\N"	"87"	"Comedy,Romance"	6.3	1053
"53989"	"tt0054997"	"movie"	"The Hustler"	"The Hustler"	0	1961	"\N"	"134"	"Drama,Sport"	8	70219
"54010"	"tt0055018"	"movie"	"The Innocents"	"The Innocents"	0	1961	"\N"	"100"	"Horror"	7.9	23411
"54011"	"tt0055019"	"movie"	"The Intruder"	"The Intruder"	0	1962	"\N"	"84"	"Drama"	7.7	2296
"54023"	"tt0055031"	"movie"	"Judgment at Nuremberg"	"Judgment at Nuremberg"	0	1961	"\N"	"186"	"Drama,War"	8.2	61159
"54024"	"tt0055032"	"movie"	"Jules and Jim"	"Jules et Jim"	0	1962	"\N"	"105"	"Drama,Romance"	7.8	33152
"54030"	"tt0055038"	"movie"	"Gas, Inspector Palmu!"	"Kaasua, komisario Palmu!"	0	1961	"\N"	"99"	"Comedy,Crime,Mystery"	7.9	1286
"54039"	"tt0055047"	"movie"	"King of Kings"	"King of Kings"	0	1961	"\N"	"168"	"Biography,Drama,History"	7.1	6124
"54044"	"tt0055052"	"movie"	"The End of Summer"	"Kohayagawa-ke no aki"	0	1961	"\N"	"103"	"Drama"	8	3073
"54061"	"tt0055069"	"movie"	"The Ladies Man"	"The Ladies Man"	0	1961	"\N"	"95"	"Comedy"	6.5	3151
"54065"	"tt0055073"	"movie"	"The Last Sunset"	"The Last Sunset"	0	1961	"\N"	"112"	"Drama,Romance,Western"	6.8	2435
